Inicio, Continuar,  Num_Muestras, Ampliacion_Array, Recepcion, Convolucion, Historial, Devolucion
523498095382610, 523498095544238, 523498095565442, 523498095567201, 523498095608516, 523498096676004, 523498096677653, 523498096720837
523498096723596, 523498096858280, 523498096879817, 523498096881447, 523498096923168, 523498097972083, 523498097973343, 523498098008657
523498098010898, 523498098136452, 523498098158452, 523498098160193, 523498098201618, 523498099250496, 523498099251644, 523498099282551
523498099284366, 523498099407013, 523498099428420, 523498099430013, 523498099470160, 523498100570593, 523498100573890, 523498100646722
523498100650167, 523498100877886, 523498100902071, 523498100903923, 523498100973867, 523498102023171, 523498102025226, 523498102139503
523498102149003, 523498102368871, 523498102398241, 523498102400630, 523498102472907, 523498103521414, 523498103523340, 523498103646932
523498103653006, 523498104119593, 523498104160500, 523498104163556, 523498104235296, 523498105285674, 523498105287766, 523498105420895
523498105429191, 523498106123535, 523498106148998, 523498106150702, 523498106209109, 523498107255505, 523498107256783, 523498107300153
523498107303097, 523498107478910, 523498107500669, 523498107502595, 523498107549817, 523498108630917, 523498108633046, 523498108682212
523498108684972, 523498108827341, 523498108851007, 523498108852674, 523498108899395, 523498110083587, 523498110086938, 523498110156901
523498110159716, 523498110317084, 523498110339565, 523498110341121, 523498110392176, 523498111440498, 523498111441906, 523498111480942
523498111483146, 523498111613941, 523498111637756, 523498111639256, 523498111681940, 523498112755892, 523498112757948, 523498112805947
523498112809392, 523498113182406, 523498113209795, 523498113212128, 523498113275831, 523498114324116, 523498114325505, 523498114370709
523498114373523, 523498114520096, 523498114541892, 523498114543429, 523498114592595, 523498115640603, 523498115641862, 523498115675417
523498115678028, 523498115804897, 523498115828453, 523498115829934, 523498115868804, 523498116952996, 523498116955126, 523498116999811
523498117001940, 523498117254734, 523498117281475, 523498117283604, 523498117331678, 523498118381222, 523498118383241, 523498118483777
523498118493462, 523498118749885, 523498118781607, 523498118784755, 523498118853884, 523498119903632, 523498119906336, 523498120086519
523498120095464, 523498120343498, 523498120371905, 523498120375146, 523498120462515, 523498121515282, 523498121524189, 523498121935500
523498121951148, 523498122966619, 523498122993822, 523498122995896, 523498123057470, 523498124128866, 523498124130625, 523498124191088
523498124194662, 523498124349975, 523498124373326, 523498124375141, 523498124426752, 523498125476185, 523498125477593, 523498125519870
523498125523037, 523498125695424, 523498125719775, 523498125721386, 523498125765201, 523498126814856, 523498126816116, 523498126854412
523498126856356, 523498126958744, 523498126980225, 523498126981873, 523498127027169, 523498128107436, 523498128109380, 523498128164194
523498128167176, 523498128258971, 523498128283304, 523498128395173, 523498128453932, 523498129503032, 523498129504495, 523498129558291
523498129561309, 523498129656142, 523498129676975, 523498129678623, 523498129725622, 523498130773871, 523498130775334, 523498130814352
523498130816426, 523498130900666, 523498130922147, 523498130923869, 523498130969721, 523498132039080, 523498132041043, 523498132097005
523498132101616, 523498132195911, 523498132217819, 523498132219856, 523498132271281, 523498133318326, 523498133319789, 523498133357510
523498133359788, 523498133447361, 523498133472398, 523498133473917, 523498133514824, 523498134563646, 523498134565516, 523498134633904
523498134637479, 523498134761940, 523498134789773, 523498134792329, 523498134851902, 523498135901280, 523498135903447, 523498136056427
523498136067797, 523498136218536, 523498136254888, 523498136257369, 523498136328739, 523498137378857, 523498137381524, 523498137512356
523498137520893, 523498137687724, 523498137712761, 523498137714983, 523498137769890, 523498138821935, 523498138828509, 523498139150931
523498139161079, 523498139614297, 523498139660222, 523498139663259, 523498139736185, 523498140809840, 523498140811803, 523498140894635
523498140898635, 523498141005764, 523498141031190, 523498141032819, 523498141080745, 523498142129215, 523498142130863, 523498142173067
523498142175789, 523498142264825, 523498142287825, 523498142289306, 523498142335954, 523498143385850, 523498143387258, 523498143425905
523498143428479, 523498143511034, 523498143532312, 523498143533812, 523498143577441, 523498144648207, 523498144650059, 523498144693485
523498144696892, 523498144786002, 523498144810798, 523498144812558, 523498144857168, 523498145906379, 523498145907639, 523498145946046
523498145948490, 523498146031674, 523498146053341, 523498146054841, 523498146097933, 523498147146718, 523498147147996, 523498147181477
523498147183903, 523498147264217, 523498147287235, 523498147288772, 523498147329309, 523498148435223, 523498148439149, 523498148497334
523498148500130, 523498148599870, 523498148620981, 523498148622703, 523498148670665, 523498149719358, 523498149720747, 523498149759635
523498149761932, 523498149846709, 523498149870560, 523498149872116, 523498149951911, 523498151001160, 523498151002530, 523498151054326
523498151057529, 523498151159139, 523498151183824, 523498151186065, 523498151243305, 523498152316850, 523498152320164, 523498152446274
523498152456644, 523498152597347, 523498152629902, 523498152632031, 523498152704697, 523498153754612, 523498153757020, 523498153897074
523498153907463, 523498154059980, 523498154086535, 523498154088405, 523498154173256, 523498155270967, 523498155278430, 523498155649167
523498155658167, 523498156573138, 523498156602360, 523498156604194, 523498156662563, 523498157711238, 523498157712608, 523498157767978
523498157773015, 523498157870069, 523498157891440, 523498157893143, 523498157941532, 523498158990891, 523498158992280, 523498159033409
523498159036335, 523498159119223, 523498159141649, 523498159143371, 523498159187722, 523498160259618, 523498160261600, 523498160312340
523498160315933, 523498160407821, 523498160429783, 523498160431394, 523498160475857, 523498161524735, 523498161526031, 523498161564623
523498161566975, 523498161650048, 523498161673196, 523498161674826, 523498161718696, 523498162767444, 523498162768703, 523498162800536
523498162803129, 523498162882721, 523498162903424, 523498162904924, 523498162945442, 523498163994191, 523498163995579, 523498164067153
523498164074282, 523498164166004, 523498164187485, 523498164189522, 523498164243836, 523498165292825, 523498165294121, 523498165331862
523498165334417, 523498165420213, 523498165439324, 523498165440935, 523498165485397, 523498166534072, 523498166535442, 523498166568682
523498166570719, 523498166648237, 523498166668663, 523498166670329, 523498166710162, 523498167755096, 523498167756392, 523498167790503
523498167792429, 523498167873650, 523498167897557, 523498167899020, 523498167947075, 523498169018453, 523498169021471, 523498169146378
523498169155711, 523498169301283, 523498169333116, 523498169335061, 523498169407542, 523498170457568, 523498170570159, 523498170720324
523498170725713, 523498170904600, 523498170929748, 523498170931933, 523498171023358, 523498172114458, 523498172125458, 523498172517435
523498172533694, 523498173578405, 523498173611146, 523498173612979, 523498173680978, 523498174732467, 523498174735208, 523498175027168
523498175056483, 523498175448367, 523498175520237, 523498175523274, 523498175599458, 523498176675299, 523498176677466, 523498176757224
523498176762409, 523498176874371, 523498176900352, 523498176902167, 523498176946944, 523498177996359, 523498177997933, 523498178046062
523498178048748, 523498178136987, 523498178158802, 523498178160450, 523498178206746, 523498179255698, 523498179256920, 523498179293457
523498179296031, 523498179377456, 523498179400752, 523498179402159, 523498179441566, 523498180510444, 523498180512222, 523498180563221
523498180567351, 523498180673183, 523498180696887, 523498180698572, 523498180762330, 523498182113187, 523498182119983, 523498182237704
523498182241408, 523498182383536, 523498182408498, 523498182410739, 523498182477109, 523498183663245, 523498183666708, 523498183742022
523498183744318, 523498184903917, 523498185011212, 523498185014342, 523498185038434, 523498192089971, 523498192099379, 523498192260081
523498192262173, 523498192420746, 523498192459301, 523498192461745, 523498192529041, 523498193579067, 523498193581141, 523498193705658
523498193719343, 523498193889749, 523498193920397, 523498193923397, 523498194002507, 523498195052774, 523498195054607, 523498195178810
523498195193328, 523498196850848, 523498196957198, 523498196960124, 523498196981828, 523498198028095, 523498198029446, 523498198097724
523498198101927, 523498198229981, 523498198253352, 523498198255222, 523498198301221, 523498199348285, 523498199349766, 523498199401043
523498199403543, 523498199488339, 523498199510968, 523498199512987, 523498199565060, 523498200648475, 523498200650475, 523498200705604
523498200709252, 523498200822010, 523498200848473, 523498200850528, 523498200912268, 523498201961091, 523498201963183, 523498202077960
523498202089312, 523498202243810, 523498202272939, 523498202275032, 523498202347142, 523498203397224, 523498203399631, 523498203516019
523498203525408, 523498203664869, 523498203694073, 523498203696332, 523498203758405, 523498204829561, 523498204831505, 523498204890097
523498204895208, 523498204998726, 523498205023522, 523498205025892, 523498205074206, 523498206123418, 523498206124825, 523498206165362
523498206168343, 523498206252379, 523498206274305, 523498206276657, 523498206321027, 523498207370349, 523498207371701, 523498207408849
523498207411015, 523498207496237, 523498207521181, 523498207522699, 523498207569291, 523498208644762, 523498208647187, 523498208720594
523498208725779, 523498208819019, 523498208842704, 523498208844426, 523498208904166, 523498209953563, 523498209955341, 523498210027395
523498210033821, 523498210139765, 523498210165042, 523498210166653, 523498210222356, 523498211270790, 523498211272216, 523498211315437
523498211317530, 523498211405640, 523498211426862, 523498211428936, 523498211472788, 523498212544647, 523498212546128, 523498212589128
523498212592035, 523498212679034, 523498212702238, 523498212703719, 523498212751015, 523498213799337, 523498213800763, 523498213838004
523498213840096, 523498213925225, 523498213946206, 523498213947688, 523498213991872, 523498215041269, 523498215042732, 523498215081046
523498215083083, 523498215170064, 523498215191008, 523498215192582, 523498215233971, 523498216298237, 523498216300089, 523498216347422
523498216350292, 523498216434477, 523498216457717, 523498216459254, 523498216501902, 523498217551428, 523498217553650, 523498217622631
523498217628946, 523498217765000, 523498217795370, 523498217797777, 523498217880091, 523498218931710, 523498218933858, 523498219063431
523498219072801, 523498219231910, 523498219259947, 523498219262743, 523498219328335, 523498220402806, 523498220406454, 523498220564304
523498220573119, 523498220730654, 523498220760839, 523498220763950, 523498220858930, 523498221911327, 523498221917364, 523498222327785
523498222492950, 523498223239294, 523498223270294, 523498223272035, 523498223329423, 523498224398356, 523498224400301, 523498224469763
523498224472819, 523498224572595, 523498224597077, 523498224599040, 523498224649909, 523498225698991, 523498225700324, 523498225746379
523498225748639, 523498225838860, 523498225859656, 523498225861397, 523498225911581, 523498226958496, 523498226959774, 523498226997663
523498226999718, 523498227081847, 523498227102217, 523498227103717, 523498227147735, 523498228218687, 523498228220613, 523498228265668
523498228269649, 523498228360185, 523498228381148, 523498228382630, 523498228427648, 523498229475266, 523498229476692, 523498229516729
523498229519692, 523498229608895, 523498229633524, 523498229635154, 523498229680172, 523498230729105, 523498230730401, 523498230767457
523498230770401, 523498230854585, 523498230875085, 523498230876789, 523498230920622, 523498231969926, 523498231971148, 523498232050351
523498232053777, 523498232135442, 523498232162164, 523498232163942, 523498232213367, 523498233262431, 523498233263875, 523498233306560
523498233308486, 523498233397374, 523498233419096, 523498233420725, 523498233464077, 523498234512084, 523498234513380, 523498234548899
523498234550750, 523498234650564, 523498234679749, 523498234682694, 523498234746508, 523498235794756, 523498235796071, 523498235864533
523498235867366, 523498235977810, 523498236030865, 523498236033031, 523498236085216, 523498237133501, 523498237134946, 523498237223556
523498237229982, 523498237368740, 523498237401776, 523498237404184, 523498237475868, 523498238525672, 523498238527209, 523498238596893
523498238605023, 523498240841500, 523498240871796, 523498240873555, 523498240943702, 523498241993302, 523498241994932, 523498242076339
523498242083135, 523498242220207, 523498242249892, 523498242251615, 523498242310577, 523498243360455, 523498243362047, 523498243431324
523498243436139, 523498244903902, 523498244935512, 523498244937438, 523498245012863, 523498246062575, 523498246064649, 523498246161703
523498246168296, 523498246302517, 523498246331535, 523498246333331, 523498246406719, 523498247456875, 523498247459375, 523498247555133
523498247564096, 523498247717724, 523498247743242, 523498247745946, 523498247812890, 523498248896953, 523498248899582, 523498248975248
523498248980748, 523498249091302, 523498249115950, 523498249117802, 523498249170635, 523498250219920, 523498250221142, 523498250269142
523498250272438, 523498250364215, 523498250388030, 523498250389900, 523498250440048, 523498251489055, 523498251490259, 523498251527814
523498251530240, 523498251614665, 523498251638683, 523498251640498, 523498251683368, 523498252764783, 523498252766523, 523498252810597
523498252813819, 523498252899911, 523498252921003, 523498252922614, 523498252969040, 523498254017695, 523498254019140, 523498254057047
523498254059510, 523498254146435, 523498254164731, 523498254166398, 523498254215453, 523498255264423, 523498255265682, 523498255301534
523498255304571, 523498255384200, 523498255404236, 523498255405736, 523498255448458, 523498256513892, 523498256515317, 523498256558150
523498256561595, 523498256648131, 523498256673631, 523498256675149, 523498256717241, 523498257766786, 523498257767916, 523498257801323
523498257803471, 523498257882692, 523498257905470, 523498257906970, 523498257948691, 523498258998106, 523498258999366, 523498259033439
523498259035273, 523498259113235, 523498259134346, 523498259135920, 523498259180901, 523498260248334, 523498260250019, 523498260299389
523498260304908, 523498260389721, 523498260412518, 523498260414314, 523498260459961, 523498261508210, 523498261509413, 523498261546728
523498261549450, 523498261629968, 523498261653468, 523498261655060, 523498261697949, 523498262746493, 523498262747771, 523498262783419
523498262785419, 523498262862307, 523498262885473, 523498262887029, 523498262926417, 523498263975332, 523498263976740, 523498264052054
523498264055313, 523498264120571, 523498264143942, 523498264145571, 523498264192737, 523498265242060, 523498265243356, 523498265280504
523498265282652, 523498265359781, 523498265380706, 523498265463539, 523498265512816, 523498266561787, 523498266563101, 523498266605231
523498266607194, 523498266691989, 523498266714100, 523498266715730, 523498266757896, 523498267806589, 523498267807866, 523498267841718
523498267843551, 523498267921754, 523498267942439, 523498267944032, 523498267985883, 523498269059020, 523498269060612, 523498269102612
523498269105556, 523498269189907, 523498269212740, 523498269214352, 523498269255888, 523498270305007, 523498270306470, 523498270341747
523498270343877, 523498270428394, 523498270449061, 523498270450672, 523498270490931, 523498271540290, 523498271541550, 523498271575105
523498271576957, 523498271655326, 523498271676844, 523498271678567, 523498271716270, 523498272783240, 523498272784833, 523498272827962
523498272831758, 523498272917554, 523498272941331, 523498272942887, 523498272986516, 523498274036023, 523498274037283, 523498274070431
523498274072356, 523498274151226, 523498274173707, 523498274175411, 523498274214336, 523498275262511, 523498275263825, 523498275298881
523498275300992, 523498275378176, 523498275399343, 523498275401065, 523498275442750, 523498276511979, 523498276513757, 523498276557405
523498276560071, 523498276645126, 523498276667218, 523498276668829, 523498276711588, 523498277759818, 523498277761114, 523498277795521
523498277797910, 523498277876595, 523498277896891, 523498277898465, 523498277939075, 523498278988342, 523498278989657, 523498279022046
523498279024064, 523498279105804, 523498279127044, 523498279128730, 523498279168396, 523498280234070, 523498280236237, 523498280279681
523498280283514, 523498280369976, 523498280393124, 523498280394994, 523498280439012, 523498281487594, 523498281488835, 523498281522334
523498281524593, 523498281604296, 523498281626537, 523498281628241, 523498281668444, 523498282716637, 523498282717785, 523498282749673
523498282751710, 523498282830913, 523498282853320, 523498282854783, 523498282895653, 523498284094622, 523498284098863, 523498284169603
523498284173029, 523498284273194, 523498284297157, 523498284298953, 523498284351805, 523498285400572, 523498285401868, 523498285443016
523498285445367, 523498285529700, 523498285553663, 523498285555274, 523498285595310, 523498286644003, 523498286645373, 523498286679003
523498286680910, 523498286761354, 523498286780520, 523498286782131, 523498286823149, 523498287871953, 523498287873490, 523498287909768
523498287911619, 523498287994137, 523498288041470, 523498288043433, 523498288093210, 523498289142440, 523498289143736, 523498289186013
523498289188810, 523498289279753, 523498289300697, 523498289302216, 523498289350141, 523498290399223, 523498290400667, 523498290437186
523498290439204, 523498290522240, 523498290542925, 523498290544555, 523498290585610, 523498291634729, 523498291636006, 523498291670562
523498291672525, 523498291751950, 523498291773449, 523498291774931, 523498291814449, 523498292885956, 523498292887660, 523498292933993
523498292937585, 523498293023770, 523498293048473, 523498293050455, 523498293092602, 523498294140610, 523498294142091, 523498294178665
523498294180684, 523498294261794, 523498294283460, 523498294285220, 523498294329589, 523498295378578, 523498295379912, 523498295416245
523498295418097, 523498295500262, 523498295520929, 523498295522429, 523498295566058, 523498296632436, 523498296634380, 523498296677102
523498296679528, 523498296765045, 523498296786842, 523498296788508, 523498296832415, 523498297878849, 523498297879997, 523498297914608
523498297916571, 523498297998903, 523498298022625, 523498298024236, 523498298063032, 523498299110873, 523498299112114, 523498299145502
523498299147669, 523498299230705, 523498299251908, 523498299253631, 523498299298297, 523498300363175, 523498300365156, 523498300416730
523498300419044, 523498300517358, 523498300539988, 523498300541580, 523498300588765, 523498301637346, 523498301638884, 523498301674846
523498301676957, 523498301760419, 523498301782734, 523498301784308, 523498301823604, 523498302872408, 523498302873556, 523498302907333
523498302910167, 523498302985518, 523498303008277, 523498303009851, 523498303050628, 523498304119506, 523498304205375, 523498304272671
523498304275726, 523498304382503, 523498304405892, 523498304407836, 523498304457391, 523498305505973, 523498305507251, 523498305546380
523498305549843, 523498305633490, 523498305655638, 523498305657230, 523498305698563, 523498306747682, 523498306748978, 523498306782515
523498306784459, 523498306867144, 523498306889569, 523498306891273, 523498306932588, 523498307981114, 523498307982540, 523498308055650
523498308059391, 523498308138742, 523498308160427, 523498308162056, 523498308208926, 523498309257619, 523498309258897, 523498309297415
523498309299637, 523498309381247, 523498309402877, 523498309404599, 523498309448506, 523498310497661, 523498310499235, 523498310560939
523498310565698, 523498310664086, 523498310685715, 523498310687511, 523498310737196, 523498311786166, 523498311787444, 523498311827740
523498311829666, 523498311912721, 523498311936054, 523498311937646, 523498311980664, 523498313048876, 523498313050450, 523498313101912
523498313105319, 523498313194855, 523498313216133, 523498313217837, 523498313262688, 523498314311344, 523498314312622, 523498314349714
523498314352140, 523498314436805, 523498314458139, 523498314459972, 523498314507416, 523498315556275, 523498315557664, 523498315595608
523498315597997, 523498315677385, 523498315698385, 523498315699848, 523498315741014, 523498316807892, 523498316809688, 523498316852725
523498316855614, 523498316941613, 523498316963946, 523498316965686, 523498317008705, 523498318057527, 523498318058934, 523498318094527
523498318096693, 523498318177248, 523498318199562, 523498318201100, 523498318241932, 523498319290977, 523498319292218, 523498319335773
523498319337847, 523498319427402, 523498319454420, 523498319456123, 523498319513215, 523498320584649, 523498320587130, 523498320658500
523498320663259, 523498320761017, 523498320784665, 523498320787554, 523498320838091, 523498321885283, 523498321886543, 523498321926838
523498321929283, 523498322013245, 523498322036948, 523498322038597, 523498322083781, 523498323133196, 523498323134455, 523498323168548
523498323170807, 523498323251269, 523498323271973, 523498323273565, 523498323315194, 523498324384868, 523498324386720, 523498324427460
523498324429997, 523498324513997, 523498324538756, 523498324540348, 523498324584255, 523498325633318, 523498325634707, 523498325669818
523498325671966, 523498325753465, 523498325777835, 523498325779372, 523498325821724, 523498326868620, 523498326869861, 523498326903583
523498326905490, 523498326983656, 523498327004841, 523498327006359, 523498327046803, 523498328110515, 523498328112589, 523498328156588
523498328159551, 523498328249124, 523498328270180, 523498328271865, 523498328318494, 523498329368224, 523498329369520, 523498329406057
523498329407908, 523498329491741, 523498329514333, 523498329515759, 523498329558666, 523498330607822, 523498330609211, 523498330644414
523498330646562, 523498330725580, 523498330747617, 523498330749413, 523498330792561, 523498331841976, 523498331843198, 523498331876660
523498331878753, 523498331956882, 523498331977678, 523498331979159, 523498332039548, 523498333089185, 523498333090481, 523498333130055
523498333132351, 523498333217998, 523498333241017, 523498333242609, 523498333286646, 523498334334709, 523498334335968, 523498334370986
523498334373857, 523498334452374, 523498334474782, 523498334476263, 523498334517837, 523498335566752, 523498335568011, 523498335602955
523498335605233, 523498335685287, 523498335705861, 523498335707491, 523498335747935, 523498336814979, 523498336816553, 523498336854220
523498336856757, 523498336939108, 523498336961681, 523498336963256, 523498337002903, 523498338052374, 523498338053633, 523498338088577
523498338090633, 523498338170521, 523498338191502, 523498338193002, 523498338234613, 523498339281620, 523498339283028, 523498339314787
523498339316916, 523498339395212, 523498339414730, 523498339416508, 523498339457322, 523498340521496, 523498340523107, 523498340565755
523498340571107, 523498340650458, 523498340674772, 523498340676550, 523498340718494, 523498341767742, 523498341769020, 523498341807149
523498341809131, 523498341935000, 523498341939259, 523498341940481, 523498341983981, 523498343032711, 523498343034007, 523498343073266
523498343075377, 523498343158228, 523498343181468, 523498343183005, 523498343223505, 523498344291142, 523498344293105, 523498344340919
523498344343956, 523498344436363, 523498344458307, 523498344459807, 523498344507343, 523498345591073, 523498345592425, 523498345629517
523498345631609, 523498345717997, 523498345738405, 523498345740090, 523498345784812, 523498346832171, 523498346833449, 523498346866726
523498346868911, 523498346948022, 523498346968744, 523498346970244, 523498347010188, 523498348076010, 523498348077602, 523498348116602
523498348120009, 523498348206842, 523498348229138, 523498348230934, 523498348273119, 523498349321849, 523498349323108, 523498349359422
523498349363163, 523498349441551, 523498349462773, 523498349464255, 523498349505569, 523498350554669, 523498350556206, 523498350594243
523498350596335, 523498350679835, 523498350701242, 523498350702908, 523498350743389, 523498351792249, 523498351793656, 523498351827804
523498351830286, 523498351908100, 523498351928988, 523498351930488, 523498351974562, 523498353043199, 523498353044754, 523498353086698
523498353088865, 523498353174475, 523498353197864, 523498353199345, 523498353242049, 523498354290834, 523498354292482, 523498354331463
